Start (ns),Stop (ns),Duration (ns),CID
6468164467012,6468164576220,109208,QmTqikQMYsn5JvfGAbnCAxPL4SN4K9ZE3PAXuWWTAxnR74
6468164843284,6468164848280,4996,QmRA3EjeP9YmPSt1RVmeVJjVVR7sPCPM6pg5hkj3TS8Suq
6468164972508,6468164976609,4101,QmWQcbP3qHMfMToYgfzgaVRxxyrspQ4cHqaCUCaV6p33Ru
6468165089465,6468165092981,3516,QmbYWnUjnJLSbucXcAzNLwzs6eC4UijXB1Ss8Bt9P1c6Lu
6468165230500,6468165258893,28393,QmceURYo9oshM3DBt6CXtzeKNhf6QmnmPyxvUkD9XnR7Mr
6468165516307,6468165520289,3982,QmSPYCac1q8VCMHETvysW1H6WD8qwBVZjVxmz3ckJ8qTRk
6468165646940,6468165650970,4030,QmQj1UnwYcuNcUhhGA1ERsC9tQVVY15vDsBNDbgvBD4A9G
6468165750626,6468165753603,2977,QmSJ1teo9dArxoFM2wNE36Q7Qc88Tpj1AmqyYvZ4v8tPNb
6468165847396,6468165850115,2719,QmTwtM9zKcHutg38gbz8hGxg8FLAGrMUazuA47K3djsZDP
6468166052872,6468166057056,4184,QmT8TUBaQX2aFfgbAgWV7dbVr6BrPURPXHsTF3S1GmSV7G
6468166172907,6468166175485,2578,QmUtZvW3JK66SG96EEbB923B5JbCXQZncaaR9SXBjp3PoM
6468166454141,6468166457916,3775,QmZouJnmJX2KC7oJbMjLr38wMhimE7ZfkX7C2StR1ZiLma
6468166554935,6468166557248,2313,QmbjQPEBejRFSoKcnTjGgDHXae7dyLRuDmv2JVTB8hoCJG
6468166639923,6468166642032,2109,QmTPLouqszJHgSse7FYMqfS3PmxZpzKC8hpA8XwKELzMhf
6468166727765,6468166730047,2282,Qmckw3sLfpvSxM18ZvYXTHGdBgW2uDA3hQR7AQUvdzSBNR
6468166808903,6468166811192,2289,QmTegCocyroUoQYNZgtitwHieE6a7BXo2WRspWKhQUc2b9
6468166881356,6468166883447,2091,QmSKNMuEbeMKP8rztk4pDEDgPjZjQP859xZEgkYF3BwUn5
6468167085930,6468167089545,3615,QmaBDzubCfH4yntJ3KKDRAkF7JQ5afctU5fzGPofYaTdAP
6468167179211,6468167181697,2486,QmW45AJdSP2wv3GGSNRhhz3VuWdyTnCT2QmGXAPmcUp2m3
6468167256821,6468167258813,1992,QmQdR85E3VNqt3D9HJ8a8ybPtoBhz6p9pJshnqPm6NA74e
