Start (ns),Stop (ns),Duration (ns)
694105365623,695128027204,1022661581
695128309962,695621443778,493133816
695621614770,696052451647,430836877
696052776419,696460839607,408063188
696460981589,696854588175,393606586
696854887347,697237920053,383032706
697238258556,697582427986,344169430
697582725126,698066187097,483461971
698066459951,698584266548,517806597
698584409503,699107270915,522861412
699108448444,699635842618,527394174
699636145685,700137680164,501534479
700137819566,700659739809,521920243
700660916988,701186507754,525590766
701187762398,701693551074,505788676
701693690939,702234444426,540753487
702234611631,702752426651,517815020
702752590444,703284517116,531926672
703284770299,703812127126,527356827
703812251474,704327187270,514935796
704327345084,704850785080,523439996
704850929527,705358481194,507551667
705358633196,705888225884,529592688
705888400526,706416754624,528354098
706416913187,706953008122,536094935
706953257326,707478598581,525341255
707478734182,708004392063,525657881
708004659519,708528778812,524119293
708529076181,709056514016,527437835
709056750912,709574841369,518090457
709574996629,710115106151,540109522
710115289626,710640487903,525198277
710641804811,711166299510,524494699
711166451353,711672566030,506114677
711672708454,712146717315,474008861
712146869779,712554996172,408126393
712555161356,712954615735,399454379
712954765293,713313585294,358820001
713313718726,713679173808,365455082
713679326295,714043361724,364035429
714043496823,714395594264,352097441
714395755983,714749342039,353586056
714749504615,715110370275,360865660
715110632304,715482649516,372017212
715482971986,715863616049,380644063
715865102446,716351606403,486503957
716351767659,716885289175,533521516
716885656577,717416454752,530798175
717416845466,717957884988,541039522
717958114450,718503792734,545678284
718504031702,719042446373,538414671
719042600664,719563045393,520444729
719563340517,720094712911,531372394
720094870742,720568601576,473730834
720568733881,720974243697,405509816
720974523438,721388032089,413508651
721388188374,721778564132,390375758
721779775319,722140897986,361122667
722141067573,722505201447,364133874
722505353295,722862713522,357360227
722862856475,723225716464,362859989
723225871457,723582503738,356632281
723582668528,723948962118,366293590
723949216801,724305722879,356506078
724305876494,724675023012,369146518
724675187615,725035677661,360490046
725035829344,725398090158,362260814
725398229885,725751878757,353648872
725752092203,726110040536,357948333
726110216213,726464452871,354236658
726464719216,726824066469,359347253
726824216304,727182891085,358674781
727183352182,727544245038,360892856
727544428951,728041568535,497139584
728041705294,728535520240,493814946
728535648761,729037348432,501699671
729037483768,729565585613,528101845
729565849172,730093126306,527277134
730093260062,730635889581,542629519
730636191810,731163848609,527656799
731164001854,731684309144,520307290
731684452340,732208842466,524390126
732209152524,732732129211,522976687
732732442233,733268079599,535637366
733268265315,733784725315,516460000
733784850929,734306667399,521816470
734306829957,734830786977,523957020
734830931906,735340743226,509811320
735340974937,735872381679,531406742
735872616074,736400090551,527474477
736400237782,736915732291,515494509
736915881278,737416465684,500584406
737416598737,737909115490,492516753
737909415638,738352250292,442834654
738352411354,738738225662,385814308
738738353375,739088163834,349810459
739088299490,739429952702,341653212
739430105902,739782028063,351922161
739782186909,740131705281,349518372
740131859549,740480446836,348587287
