Start (ns),Stop (ns),Duration (ns),CID
1614094774838,1614264923780,170148942,QmXyS9CJpS84HGnea4mGxJijwqpE9mc2DxhJxkUKhu7mbz
1617269069627,1617399494038,130424411,Qmd23vMcccY1edn2C7a2CcjsHwoF4vuZjoS5Ht7uB7nq8F
1620403313211,1620545501383,142188172,QmcF2YDVSKy54PEY68ytrLNKDpxDHLSWqeTpAFkkQSnSQ3
1623548792097,1623733876117,185084020,QmSjsC7rUHsZ3imEUfb1a6CBFfiM4LUNpDPP43yC8XBKBb
1626736054897,1626986967852,250912955,QmNs2SiR3ktBXRRxghJR2kK9o6Ry2fGQL9R3KKVArT5N8x
1629989343352,1630174557658,185214306,QmbWiz1ufmMH58WbhcS966zM96W497utrRY5kK5PRhNdsE
1633177664990,1633339495624,161830634,QmTfVkTvMBRsJLrAbuuRtP2HysHtaJqieVzKGzDC3u1Yyk
1636343974218,1636475561362,131587144,Qmex7aq61AgqKjh7e9tjv6Zf1XAQtBqo1L2HbjQRP2LABF
1639478717589,1639760988198,282270609,QmdofPYeAVMrFwbrVccKjoc22asvr5FFCfkfEx7Eyjcbk7
1642764579815,1642880336955,115757140,Qmbpk4ANWzHFTFZBWCUBxdNUijQLKUFch95cMPWnnGFYnJ
1645882981804,1646075721829,192740025,QmbWAR56XpiEh4sKBbgGXhCNJoJmq5nYdJ2eeewEUJXcdP
1649078499660,1649260958889,182459229,QmWhuduC7B714bmLD8MRjtx6LzyuZdftW7QYJDBUB6KSfa
1652263694712,1652509651279,245956567,QmWJuf4DhEkJEoQKABAyh1e2QfaqqhDKsH4Z3jRTFM7SRV
1655513231601,1655876822788,363591187,QmcstRxU8xoTH2Ydbi2NLqcxtXzq6ubGroCoaPV4RPgmXo
1658879624600,1659022765221,143140621,QmbTXqdPzLHivZBWL1PXCHAeAp1TEpTqTYuE6Bc9gyu89p
1662026270325,1662216902617,190632292,QmddPZ7hYY4Xk3ihxiBB8Vwqv3RTmBnLNHVny5AwtH48C9
1665219626066,1665330674092,111048026,QmZan49MonLYEJggvHF7VPzSbB7Tgxjm57VnLnHNtzXhco
1668333902358,1668585139298,251236940,QmfDmfx3ZfFVT92KatJ4zMRDhBEyLiZc3Ks5TVTdWr1yLQ
1671587676069,1671754708229,167032160,QmVEL5C3k8cw2H2XSkruoAxi22pz2eZAhxSZkTiDkRVXc6
1674757748190,1674890938398,133190208,QmSGDbwDdr69opQTM1r52QSVoSiNQrqkZ3BDRxSHHXsNGy
