Start (ns),Stop (ns),Duration (ns),CID
2248088168640,2248088257688,89048,QmV9K1WmEmfasahGTCM3HHfFHsLBn2z4XM3etTrWKnaT8u
2248088567380,2248088572854,5474,QmeZZSUesGdtZRVEXBY7FMaSVBq9DxnKNrjU7pn3oZCoj6
2248088725969,2248088728484,2515,QmdkeF6RGHBZheJVZ4BRW9XhbEK95ZuRa9nYA3oonGXU8M
2248088850145,2248088852443,2298,QmXUX9SiyyfqXg2KvHdmKaA919nTVyK5tj6vbAWzRH9qWT
2248088990957,2248088996541,5584,QmfNE8j7bzQkuntBr7T9Qi5b5HRxfuo49nmdRvXLfF85v5
2248089270478,2248089274545,4067,QmY9DJst39PsY3YUPM4mPxwAKjpNnSvNwpZvBYuJZyNzP5
2248089439723,2248089443429,3706,QmXMm4vLCk2ZkGV9ZNJL7MenBbqsDR5ELQP3u2U6MM721S
2248089556030,2248089558030,2000,QmXCrFrrZKqDXHaZfZKYnoqWH95q5g71SHiZbEetFeFfMw
2248089665514,2248089667496,1982,QmaMLwxH8pZc2a3kCA6rsHsjbKvFa8unaHEqNbyx5MSai2
2248089918929,2248089922421,3492,QmfL219RU3UDfbpvD1w7cRsv6d66LNji2N1pEatSoXyiGs
2248090039552,2248090041508,1956,QmVdXgdSCany1y8yVBvAUR1hZ4DSNycnwQfxUpFHCvqaJG
2248090327940,2248090330470,2530,QmUZ3VnJLFFV9B89N4FTT6NcSmNXbTauqnvUL7JHN4CRY9
2248090433096,2248090434667,1571,QmW4mRcidKyX1R2ZQJujLiAWmYxsbNzEKctwTgipTYUzbq
2248090524769,2248090526341,1572,QmRD2Pj7UtCUTDbd7XyjXRpSLZCEjWu1CCYyHpk1rjG4Q3
2248090633936,2248090635751,1815,QmY5sAhbj6X7ELm1x7qpGcGy9rzgZnUa44QUTETHP3YPnC
2248090722833,2248090724363,1530,QmZ8RcLUCLZj41HahRNrwaAFa3nHX94nUPTVkrDxKMw2Tp
2248090807458,2248090808849,1391,QmdmUJ82iuRYk2N2M4EGsn3ULYuauUvrP9qBCWpqPMFC3u
2248091058435,2248091061365,2930,Qme2V7MyedJ4xBBiVyrUkWQqCoKQ7JaVw11KtPvTpbo9rP
2248091183718,2248091185550,1832,QmeZWxsACffJjumRUo8daqPM4hDgNZPeqQ3bAvcKgXxnCX
2248091284208,2248091285811,1603,QmTj1D4vtbpmaGBR9sL6emDvVR3rs5FEp9mfyHx6TmcWvD
