frame.time_epoch,ip.src,ip.dst,frame.protocols,frame.len
1686110595.043218000,10.184.0.7,120.188.7.2,sll:ethertype:ip:tcp:ssh,148
1686110595.043875000,10.184.0.7,120.188.7.2,sll:ethertype:ip:tcp:ssh,204
1686110595.091723000,120.188.7.2,10.184.0.7,sll:ethertype:ip:tcp,72
1686110595.091724000,120.188.7.2,10.184.0.7,sll:ethertype:ip:tcp,72
1686110598.334610000,120.188.7.2,10.184.0.7,sll:ethertype:ip:tcp:ssh,116
1686110598.334642000,10.184.0.7,120.188.7.2,sll:ethertype:ip:tcp,72
1686110598.334840000,10.184.0.7,120.188.7.2,sll:ethertype:ip:tcp:ssh,124
1686110598.424063000,120.188.7.2,10.184.0.7,sll:ethertype:ip:tcp,72
1686110598.690445000,10.184.0.7,169.254.169.254,sll:ethertype:ip:udp:ntp,96
1686110598.690673000,169.254.169.254,10.184.0.7,sll:ethertype:ip:udp:ntp,96
1686110599.961773000,120.188.7.2,10.184.0.7,sll:ethertype:ip:tcp:ssh,108
1686110599.961968000,10.184.0.7,120.188.7.2,sll:ethertype:ip:tcp:ssh,124
1686110599.984551000,127.0.0.1,127.0.0.1,sll:ethertype:ip:tcp,80
1686110599.984560000,127.0.0.1,127.0.0.1,sll:ethertype:ip:tcp,80
1686110599.984571000,127.0.0.1,127.0.0.1,sll:ethertype:ip:tcp,72
1686110599.984717000,127.0.0.1,127.0.0.1,sll:ethertype:ip:tcp:http,294
1686110599.984729000,127.0.0.1,127.0.0.1,sll:ethertype:ip:tcp,72
1686110599.985661000,127.0.0.1,127.0.0.1,sll:ethertype:ip:tcp:http,460
1686110599.985671000,127.0.0.1,127.0.0.1,sll:ethertype:ip:tcp,72
1686110599.985686000,127.0.0.1,127.0.0.1,sll:ethertype:ip:tcp,72
1686110599.985742000,127.0.0.1,127.0.0.1,sll:ethertype:ip:tcp,72
1686110599.985749000,127.0.0.1,127.0.0.1,sll:ethertype:ip:tcp,72
1686110599.986423000,10.184.0.7,120.188.7.2,sll:ethertype:ip:tcp:ssh,164
1686110600.011777000,120.188.7.2,10.184.0.7,sll:ethertype:ip:tcp,72
1686110600.033786000,120.188.7.2,10.184.0.7,sll:ethertype:ip:tcp,72
1686110600.592627000,10.184.0.7,10.184.0.11,sll:ethertype:ip:tcp:data,102
1686110600.593181000,10.184.0.11,10.184.0.7,sll:ethertype:ip:tcp:data,102
1686110600.593189000,10.184.0.7,10.184.0.11,sll:ethertype:ip:tcp,72
1686110600.593199000,10.184.0.11,10.184.0.7,sll:ethertype:ip:tcp:data,102
