Start (ns),Stop (ns),Duration (ns),CID
4989512036238,4989512148631,112393,QmNZRnEH7zuq61dfEjU7uAGLN7dTQnUEe283KE6DKAFsnN
4989512406134,4989512410918,4784,QmNWzXj1cXayirAH4m9U1H93jKAjeQGxEZDNT2bELdntx1
4989512509718,4989512513387,3669,QmX8BYLEe5UibbMyZSXRgTAzy3kjDjCquEEFGjfXpDA1jF
4989512611470,4989512614226,2756,QmW9FGmHHHTiKMHrYzH8vUAkzJ1owtxBmoHGCAzZT5Aqw3
4989512743297,4989512750932,7635,QmV4EbadThJnouLjVzDUSkiBZFdSwxuGHcV7ntGwkShnXw
4989512987180,4989512991143,3963,QmZfxVZMUbUBetG3CLfcHJ9wJTxqKMB5wWVsTEYmKF8dvx
4989513087953,4989513091513,3560,QmeNFLt8DYnNPqbnwmLHXhCzvdz88EU2WZEjxgCPcKZiz8
4989513194824,4989513198668,3844,Qmcs2EoheW6gY38yFHmMhL6eG5QuV9nesef36ZoJH1L27w
4989513290172,4989513293041,2869,QmQ3StJEBKYoX7kXwhPGh6K8EMGBqij6juWSqC2S5gD9Zp
4989513493344,4989513497212,3868,QmchDePzghtHZ3FT5uNt9be1onixXEdMfjbonbX7gmNHJd
4989513595650,4989513598138,2488,QmVbTcgbrPWrpXtAKHFqcnPydaUQF5NpMxWEpLFV158UjJ
4989513838933,4989513842764,3831,QmeHsLvKTSiHQBdykCpa73j3fChzAyiNmqk2XgnnFCcnfC
4989513923477,4989513925863,2386,QmVe7SB8hTLJZ2iYpSah7nsvLnoUvVLT9vN3wsJZXy8Vv1
4989513988546,4989513991003,2457,QmSmFts1AB2m6FJMinBQaLu1mTt8Jod3CAAJ6npMGijGBC
4989514052572,4989514054760,2188,Qmbp7gqV1guZrhfB8Km75aHfsm33RWdGRUCEXkekDLjNi4
4989514115339,4989514117731,2392,QmbDQiGTde8Gg9vyB63KwLLpRSybYkZeWswouAx3h51jKw
4989514170840,4989514173078,2238,QmTd3myBKL84dvyj6NvCZ1zVFHsU5JdWNAPih5ArZ5km9p
4989514360883,4989514364411,3528,QmZZ6tPmxuRj9FYU2C9N8CFC5eQTLZQQy5sUETQd6fM5CC
4989514446331,4989514448949,2618,QmXAztnr3CFHbSj8mUST1gxJczhjZiYtD7xoWxZzJzeDkg
4989514520451,4989514523552,3101,QmNd1jp5UMmV1Ey7hdyJCtdAnHeV8187QEdsMkzGArB3vN
