Start (ns),Stop (ns),Duration (ns),CID
3373526551759,3373666953743,140401984,QmZGrPkPsZ1Y935Q2jTUK8EfgE8882KnqNRHUdqyhSdP9E
3376673289657,3376743846918,70557261,QmUiv2T25AfuVHjzuBhAA2Ph5DzWY5mn7i2DGpG3qpYGVx
3379748236814,3380027488917,279252103,QmXcdEDWEaS7SHbHBa4AxxQh9b4gBvHYy8Q1rVa2HFteML
3383031039203,3383274553286,243514083,QmRN5YbzGR4NdztW8K1d7Z6gPzLeiYJw4ue9XA9AQdJgDA
3386278448078,3386495943421,217495343,QmU8iEEa1f45cBZ25EHoxNRqMQhCoUxGYxuKKzghL1Cdec
3389498381412,3389722400693,224019281,QmSiAaf7fpZwz5rB7ffFJF3pfVSRbUihGgUAxHsb3LjWYv
3392725454604,3393019122724,293668120,Qmdhdd2rNabf14BqMQS6DiwyafMgkq7RtEVkv6h15h9qVn
3396024574105,3396405962363,381388258,QmfDKzRexqQGg7bHDh33vkChJSqN93kDX35TK6sGE7opd9
3399423153395,3399629276592,206123197,QmbDrLXtBBLjueCpWK2S3qXdWzUTH86ZmRi8e89jQtYJTu
3402632959833,3403109625060,476665227,Qmd6PzNwxXoV4YgaK2hNyVmg9AL6h5EHKvBWAH3TqHeJKB
3406111915774,3406417184566,305268792,QmVSMpWs5P1zDCMMCq4QUnmeitEDyAbcbLRD3qzcbtSw43
3409420696165,3409932558596,511862431,QmW4m5BUqcWedUzdNaTEiNyr8qX5MWeSWiXRFtt33QU93x
3412936042969,3413207519972,271477003,QmQrWSyJHJzRCT7rr7oCTJGdnEYY1YFuJYsFY58bRDhryh
3416211267511,3416533954862,322687351,QmRmsbRhspv8MMw4ey2VdRS939M9adDo44VbnDbhrUfY1P
3419535653034,3419831161032,295507998,QmcMF1CfxaW1gDbt7BTWjxjAzGmh8DwYeZLHPTrSV9pyw3
3422835007814,3423347856175,512848361,QmZ1HfrtUHUdn4efnMwkL1nRS4FELJWaDqk2f8Kr8UHhWu
3426352491680,3426788934516,436442836,QmZp4pDZqQ8La1XFWodWDUBF8ggcYfcPo6Cx39VaChX1Ws
3429791525901,3430175011623,383485722,QmZMCPk1BAqLBfVGPsyueBFg7GR6Yhr3SYghyaDKgqfecV
3433182126304,3433769225345,587099041,QmWsHhnMpWd3V8di3jmnFX7R2XYvbSV37bPQB4aXQrmGTs
3436771564903,3437342283480,570718577,QmSA7Ahk35bYXUKwTWRJ3983x3XoUwssZ2jay7s5VfTiRP
