Start (ns),Stop (ns),Duration (ns),CID
9373284465006,9373284545380,80374,QmXSUy3Pd5waT9kANSHx3KTZbbsoDVXak5J6mHd5wMCvAN
9373284834166,9373284837791,3625,QmZCSDptJaWGpFxdKAjC2NugimQXVzt7s7W4nL6RmK3DUY
9373284972780,9373284975314,2534,Qmesf2NtVCzK7tRJbJUUbCa7Ea11ZW67o5CL8fFv6DTKKU
9373285115976,9373285123992,8016,QmYo8tpwm44GzWsunhoS79T6i8QcsA6KjcEje1EZEPnA59
9373285280442,9373285286304,5862,QmTYLbsyNdvp6QMvfwG6ssXghNk9ErNWVKpVuKCWSHEfY8
9373285529850,9373285533032,3182,QmbaeEKJHJuwgJjsU79qP77ZoG7QRhra9KSRCcgDSKDp56
9373285675938,9373285679317,3379,QmWBhGa2wLqXd9HkDNqFjnyrcwBC2AFFG71K2PwmLmBV4d
9373285804759,9373285806768,2009,Qmab1EvR3Bh5svwCSLWjh9acMrrFAoyWmC9DcfLmfYJySQ
9373285919288,9373285921012,1724,QmXDwDGxUC3vMBk61Dts7HjfQEqsTuASgwsZihPoREVKMk
9373286153264,9373286156229,2965,QmcsCM8KBXo6W9ZSxq6MDb9S1Lv72wtmC8RCD69FC5V4MG
9373286277158,9373286278792,1634,QmSn44KVmKhWpzkpddjACx797YyYXNgWdsTcN5W4HJtMVR
9373286531346,9373286533389,2043,QmSyCAcMcaVLwJsvJdWkK4Nei5pzYZuXQpPUeUmKG3gBXS
9373286660432,9373286662765,2333,Qmagn8Q6HCveG9b1CfYydSoghdDtBEyvjz6z8wm1oSEsk2
9373286767578,9373286769032,1454,QmVomUYmouBzw694xWs9aGSBZSHyfRYPjP25AXHtXT6gEd
9373286866477,9373286867935,1458,QmUwyFXSsheE57sjUGQUqkH1LsMgu5bAr2qErJPiVAEy1n
9373286959261,9373286960644,1383,QmZJkxwiMrUANebQhdG6XvYuemcKDg5tueCRWTnpC27Fse
9373287044638,9373287046063,1425,Qmcyc6jo7Um9WfrmfaA2XH9Fr7BJWSFuNqoG264NBBrhPQ
9373287267246,9373287269833,2587,QmZmP9ukVjin5Xy9Ant5HdAe8zpGv4fMw4qTnrn4hP2Jrb
9373287381238,9373287382863,1625,QmZ3XBnngT8axWDw7YmPELcksaBFDd6K1bQ7CoEs2jGQUa
9373287485924,9373287487458,1534,QmNgXbdnPiiDwvQhUEc42iiYMBS2RW4pg7G6USM18kLAfR
