Start (ns),Stop (ns),Duration (ns),CID
244549023130,244781259642,232236512,QmQT45zfD944i1gmeNVAsAgdBqcfHSJrdzKsDcMB5jfFb9
247784800746,248174271823,389471077,QmSUUsSrnrgRaqi1R9FnsNv8De8Q4Kt7eV9eCDE9N1is6n
251177579646,251387364534,209784888,QmYMsK4iZdVq2CiUAiH5QnB2QKotzcDAyoq5VNpiHD3BpE
254390706553,254687313512,296606959,QmY3t5xonJtMVPaYkMwkvLRAQeKAct6e91qwU3YuE79NDG
257689865634,257869701028,179835394,QmQYkUYpu4UFU1mmQZ3kkAbzMpJ18XKXpFQVq3a5zQHH1P
260872951228,261730198870,857247642,QmUDZfJ187gSodtS276jWipyxUZt57VyW9CGyZAoLardop
264733616953,264947072790,213455837,QmeQ66F3L8CHUrQsFsZe8xbnhYR2LAf5SxM8MKifcAg2DZ
267950304669,268428580175,478275506,QmR7z1MQ2u5pCg8TxGnmXbdfV7r7YVmFPr6hns66kLSfSn
271429580369,271943114201,513533832,QmRjQmgSFJuwZMmSLZAZTFiE6PST4U34irdVz5ehndf2EV
274947474371,275245121023,297646652,QmSsRw659Xrr8wQnX66pUWi6izziwcxxD2gL5WmY1ggY6b
278248566101,278628493515,379927414,QmWF9Gf5JThayCmX8qSVkNWr4qW8WJQn5ii7JZgDjKKfT1
281631951553,281778093245,146141692,QmPbAvXWAPXDCuEDJ9jCP4GdHwBvG2dzFTR647VVUvh2Dn
284781942509,285127203763,345261254,QmWLv6WCKSfQ8KiYENcfGaQpnPmB6X2A8FSh63ZcVwKpCR
288130464828,288284270626,153805798,QmZ7N3uKsQDi65YwrvmxtgHpDxteAYU9pY3Lw16F8XeQha
291287608490,291535397480,247788990,QmaCfeESpRMBVQp8PucK9vtLZqnK61dqtU6X6ciQHqjTZm
294537768457,294693556024,155787567,QmZVkgv7icYytaZAE6tNYucJGAfdJwvbFSgyhyP6ywL287
297696830340,297992666349,295836009,QmWFwQNSJcWtHxNP6FR4gkpsdNXaZZouxGfxx2MumjpxBv
300993720174,301273301031,279580857,QmTsSzfYady7aqUQbHbEkeHRNZHR1GPLUGA71GMS9q1W7Z
304276808249,304440537800,163729551,QmVtGn2WQZKGu9Wgcq8zptgPyGRYUCGqwJfFbYWhZW1LRG
307441879702,307692014086,250134384,QmdbKb6vobEMdeAdouX3f5CNWo5RJKsXaTycZXgDSWZPkb
310696115670,310959020020,262904350,QmfVFrXdfLBZMPVZe3sxMnejmcCVuBbzYyXio7oNTApRth
313961747505,314105477166,143729661,QmWucFYVWC8iLtiMHr1GgKDUffQieQhBvYHeyAizPxnp4Q
317108676614,317298327392,189650778,QmQf4Cwyx8Ffs52kdDbmcttxWm6FDioa49f4ZxtMavhinX
320301910348,320580925409,279015061,QmRSBadAJnRiENSC2sj2GBJECFpbJP9XDcwdRJKeuxxWoM
323585182541,323698318725,113136184,QmeYKxsQ44PdZ79yjJetJ5cwswnwhit2Qr4YxNWDvhP2N1
326701706715,326857251769,155545054,Qmbdm9nRE2yGKtML5XZfx9ujg1FpPcN5ynGSeeeG5WhVxC
329860543048,330016215780,155672732,QmaKU7byBgqhVVKhKPpK2As7286PQ9BwBHsyBCaK36DJtF
