Start (ns),Stop (ns),Duration (ns),CID
9151483067919,9153355114292,1872046373,QmRLmGcRf5qKtAKwQfdEj3r4PgD9qXwhzy395aREieHPkM
9156373570602,9157379319541,1005748939,QmWvNyEhacGKg64EhyrETTEXe9mKj5BCQhdSFbcJUd3dUM
9160397260089,9161487451007,1090190918,QmXEu2HGwwkfSQfaW9kBpazyYWPztXVjdn8RjeidWCT8eB
9164506336926,9166950394033,2444057107,QmfH96uK2q1NFNrf5ukaPENmjadRmX9JzEBpsfUvM5m72t
9169962828455,9171005906740,1043078285,QmYvQmCjeSopMzvTFBGQGoBAJwNsB29PHmxSt91Wv9zToe
9174019550026,9175380165803,1360615777,Qmdd4kWZJ6hEYcxuTZDEQ43fXgJQkj3Ain6mQFLxonXwAy
9178405512802,9182705980221,4300467419,QmTMpzUvxmqigY45mBn5Acu6Wnc5HbkwHtykVD9v9qCd2E
9185722125333,9186996134749,1274009416,Qmcth3LVAgAd6WcJP55pbgvfPjX5jar6f2yXu3LzBhmD2Z
9190033538969,9193494972967,3461433998,QmbkPKrBS7jzcer1k26C6BJ9vKd4o2UnVoRgr3ihqZP3bz
9196514262516,9198460321449,1946058933,QmfCsZn6Uks3ZwRQ9fy6sq6YgzpFirojg8Gb4QHGTKbAqF
9201474381717,9202955993748,1481612031,QmPfgsyqoZgRKDEhRpWLT1VNnqVeXv7ZBqH9nRkBgSZTTk
9205990155805,9207171449660,1181293855,Qmb4imE33Uf7dqkUWvGycwCtiagjeVJBo2uQif9LUZbP4N
9210186814315,9212361371259,2174556944,QmZeHPx6u4x5VKjqoKqdbPFsGuhDtqfHkHijYJjYYoz1sr
9215391459981,9218117349549,2725889568,QmYfEgeEoz4RAF74ahiqx7L8F7k88F4UtceT7eAmKH7sKj
9221130810685,9224452818132,3322007447,QmdWK4TbYDNtaX3q4wtWGoJT4Rk7o13waefdpsjvK53Qxk
9227466916614,9230814748642,3347832028,QmQTipXHd3GvMiDgd9pyiL19NJuPLh4f9xyedXHfMjHjLU
9233826678505,9239002049204,5175370699,QmcqnMRmN4rsH3UR8bMKAqfqY9A5uJoZLdoLd2hzgNor1F
9242014931483,9244625130640,2610199157,Qmbb1d1qWVTaPJqQKryzxDyp2dm7duyeozPKMrekTpHGxs
9247643204496,9249283807326,1640602830,QmabFRU4nQ9Z4YasMRCMRzx44gRixoRncNEifJYuvojtvy
9252298339436,9253350259505,1051920069,QmNNDUzx3N5oWzeHGZ8kjiyD4MuhbUZJuvWyuAJjxq4jz1
