Start (ns),Stop (ns),Duration (ns),CID
4767570399631,4771601687026,4031287395,QmR7z1MQ2u5pCg8TxGnmXbdfV7r7YVmFPr6hns66kLSfSn
4774644313496,4782118671617,7474358121,QmRjQmgSFJuwZMmSLZAZTFiE6PST4U34irdVz5ehndf2EV
4785272198252,4795541141093,10268942841,QmSsRw659Xrr8wQnX66pUWi6izziwcxxD2gL5WmY1ggY6b
4798557015045,4802317163602,3760148557,QmWF9Gf5JThayCmX8qSVkNWr4qW8WJQn5ii7JZgDjKKfT1
4805343948957,4807361193738,2017244781,QmPbAvXWAPXDCuEDJ9jCP4GdHwBvG2dzFTR647VVUvh2Dn
4810388482080,4814861554342,4473072262,QmWLv6WCKSfQ8KiYENcfGaQpnPmB6X2A8FSh63ZcVwKpCR
4818096775624,4825612582164,7515806540,QmZ7N3uKsQDi65YwrvmxtgHpDxteAYU9pY3Lw16F8XeQha
4829041626291,4838549448568,9507822277,QmaCfeESpRMBVQp8PucK9vtLZqnK61dqtU6X6ciQHqjTZm
4841574032332,4850134453819,8560421487,QmZVkgv7icYytaZAE6tNYucJGAfdJwvbFSgyhyP6ywL287
4853280377947,4861379935980,8099558033,QmWFwQNSJcWtHxNP6FR4gkpsdNXaZZouxGfxx2MumjpxBv
4864535588280,4869622061208,5086472928,QmTsSzfYady7aqUQbHbEkeHRNZHR1GPLUGA71GMS9q1W7Z
4872780236000,4876124318877,3344082877,QmVtGn2WQZKGu9Wgcq8zptgPyGRYUCGqwJfFbYWhZW1LRG
4879284765284,4889555017473,10270252189,QmdbKb6vobEMdeAdouX3f5CNWo5RJKsXaTycZXgDSWZPkb
4892586189858,4902137681104,9551491246,QmfVFrXdfLBZMPVZe3sxMnejmcCVuBbzYyXio7oNTApRth
4905281326368,4917880283947,12598957579,QmWucFYVWC8iLtiMHr1GgKDUffQieQhBvYHeyAizPxnp4Q
4921037049523,4931618908190,10581858667,QmQf4Cwyx8Ffs52kdDbmcttxWm6FDioa49f4ZxtMavhinX
4935025899710,4941057691038,6031791328,QmRSBadAJnRiENSC2sj2GBJECFpbJP9XDcwdRJKeuxxWoM
4944107124504,4949605643639,5498519135,QmeYKxsQ44PdZ79yjJetJ5cwswnwhit2Qr4YxNWDvhP2N1
4952633979267,4961606632754,8972653487,Qmbdm9nRE2yGKtML5XZfx9ujg1FpPcN5ynGSeeeG5WhVxC
4964625259227,4973805173743,9179914516,QmaKU7byBgqhVVKhKPpK2As7286PQ9BwBHsyBCaK36DJtF
