Start (ns),Stop (ns),Duration (ns),CID
2580351705960,2580351833790,127830,QmZGrPkPsZ1Y935Q2jTUK8EfgE8882KnqNRHUdqyhSdP9E
2580352168724,2580352174364,5640,QmUiv2T25AfuVHjzuBhAA2Ph5DzWY5mn7i2DGpG3qpYGVx
2580352287159,2580352290894,3735,QmXcdEDWEaS7SHbHBa4AxxQh9b4gBvHYy8Q1rVa2HFteML
2580352388102,2580352391094,2992,QmRN5YbzGR4NdztW8K1d7Z6gPzLeiYJw4ue9XA9AQdJgDA
2580352538787,2580352555390,16603,QmU8iEEa1f45cBZ25EHoxNRqMQhCoUxGYxuKKzghL1Cdec
2580352818292,2580352822738,4446,QmSiAaf7fpZwz5rB7ffFJF3pfVSRbUihGgUAxHsb3LjWYv
2580352929019,2580352933319,4300,Qmdhdd2rNabf14BqMQS6DiwyafMgkq7RtEVkv6h15h9qVn
2580353032949,2580353036498,3549,QmfDKzRexqQGg7bHDh33vkChJSqN93kDX35TK6sGE7opd9
2580353133065,2580353136398,3333,QmbDrLXtBBLjueCpWK2S3qXdWzUTH86ZmRi8e89jQtYJTu
2580353365050,2580353370034,4984,Qmd6PzNwxXoV4YgaK2hNyVmg9AL6h5EHKvBWAH3TqHeJKB
2580353478906,2580353481741,2835,QmVSMpWs5P1zDCMMCq4QUnmeitEDyAbcbLRD3qzcbtSw43
2580353751615,2580353754989,3374,QmW4m5BUqcWedUzdNaTEiNyr8qX5MWeSWiXRFtt33QU93x
2580353842484,2580353845145,2661,QmQrWSyJHJzRCT7rr7oCTJGdnEYY1YFuJYsFY58bRDhryh
2580353920255,2580353923288,3033,QmRmsbRhspv8MMw4ey2VdRS939M9adDo44VbnDbhrUfY1P
2580353993887,2580353996095,2208,QmcMF1CfxaW1gDbt7BTWjxjAzGmh8DwYeZLHPTrSV9pyw3
2580354054680,2580354057096,2416,QmZ1HfrtUHUdn4efnMwkL1nRS4FELJWaDqk2f8Kr8UHhWu
2580354112215,2580354114494,2279,QmZp4pDZqQ8La1XFWodWDUBF8ggcYfcPo6Cx39VaChX1Ws
2580354354401,2580354358196,3795,QmZMCPk1BAqLBfVGPsyueBFg7GR6Yhr3SYghyaDKgqfecV
2580354451544,2580354454420,2876,QmWsHhnMpWd3V8di3jmnFX7R2XYvbSV37bPQB4aXQrmGTs
2580354546600,2580354549299,2699,QmSA7Ahk35bYXUKwTWRJ3983x3XoUwssZ2jay7s5VfTiRP
